"date","time","tweet","date_formatted"
2023-01-01,"","resuelto gracias excelente servicio siempre","01_01_2023"
2023-01-02,"","gracias espero dm","02_01_2023"
2023-01-02,"","gracias","02_01_2023"
2023-01-02,"","similar paso queria renovar token poder hacer transferencia cerrar cuenta wow mas facil sacar dinero ventanilla","02_01_2023"
2023-01-02,"","yeeeei traves cuenta acabo contratar cuenta ahorro reto tener mil pesos final año super herramienta domiciliar cuenta eje asi ahorrar disciplinadamente semana vamos ","02_01_2023"
2023-01-02,"","señal necesitan tener minimo dinero banamex","02_01_2023"
2023-01-03,"","gracias ","03_01_2023"
2023-01-03,"","gracias ","03_01_2023"
2023-01-03,"","recomiendo inversion mejores rendimientos visto plazo dias tambien chingon limite k inverson","03_01_2023"
2023-01-04,"","gracias playera dieron galerias gdl","04_01_2023"
2023-01-04,"","buen diatengo problemas cuenta","04_01_2023"
2023-01-05,"","gracias","05_01_2023"
2023-01-05,"","respetos gracias servicio ","05_01_2023"
2023-01-05,"","bloquee desbloquee pude hacer deposito oxxo gracias","05_01_2023"
2023-01-06,"","bien gracias ","06_01_2023"
2023-01-06,"","milagro gano ","06_01_2023"
2023-01-06,"","siii amigo jajaja padre puedes inveir da buen rendimiento ","06_01_2023"
2023-01-06,"","nunca habia ganado hahaha","06_01_2023"
2023-01-06,"","cashback pude pagar servicio internet yei ","06_01_2023"
2023-01-07,"","gracias","07_01_2023"
2023-01-07,"","listo gracias","07_01_2023"
2023-01-07,"","gracias","07_01_2023"
2023-01-08,"","llego semana despues aprox","08_01_2023"
2023-01-09,"","hola buen dia dudas cuenta podrian ponerse contacto gracias","09_01_2023"
2023-01-10,"","gracias","10_01_2023"
2023-01-10,"","gracias ","10_01_2023"
2023-01-10,"","bloquea tarjeta minutos mas posteriomente vuelves desbloquear agregas solucion confirmas tweet favor","10_01_2023"
2023-01-10,"","udis todas plataformas inveido mejores finsus cetes largo plazo mejor opcion fondo emergencia liquidez semanal finsus rededor poafolio","10_01_2023"
2023-01-11,"","excelente gracias responder atentos ","11_01_2023"
2023-01-11,"","pues bueno quede cena gracias ","11_01_2023"
2023-01-11,"","gracias igualmente bendiciones ","11_01_2023"
2023-01-11,"","vale esperando","11_01_2023"
2023-01-11,"","gracias espero respuesta","11_01_2023"
2023-01-13,"","gane pesitos credito amazon coesia agradables sujetos ","13_01_2023"
2023-01-13,"","mejor","13_01_2023"
2023-01-13,"","contestenme favor","13_01_2023"
2023-01-14,"","gracias amables ","14_01_2023"
2023-01-14,"","años cliente bancomer encontre verdad agusto servicios app tarjetas debito credito","14_01_2023"
2023-01-14,"","amigos mande dm gracias","14_01_2023"
2023-01-14,"","solicito ayuda gracias","14_01_2023"
2023-01-15,"","graciasya respondiquedo atenta","15_01_2023"
2023-01-16,"","va gracias","16_01_2023"
2023-01-16,"","pique gracias","16_01_2023"
2023-01-16,"","planeacion temporada equipos gracias ocnfianza dia viene bomba patrocinio vamos dobletedavilacarloss","16_01_2023"
2023-01-16,"","","16_01_2023"
2023-01-17,"","gracias","17_01_2023"
2023-01-17,"","thanks","17_01_2023"
2023-01-17,"","gracias","17_01_2023"
2023-01-17,"","gracias ayudo suficiente cargo procedio poaron bn aun pude comunicar telefono amables mil gracias interes hizo cargo","17_01_2023"
2023-01-17,"","increible gracias heybancoheybanco","17_01_2023"
2023-01-17,"","contestaron","17_01_2023"
2023-01-18,"","gracias","18_01_2023"
2023-01-18,"","gracias","18_01_2023"
2023-01-18,"","graciaaas","18_01_2023"
2023-01-18,"","gracias pendienteestoy segura va poner pilas lleguen incentivos estare pidiendo apoyo","18_01_2023"
2023-01-18,"","sexta opcion opcion mejores pagare dias mejor mercado tasa anual inversion aqui plan metas dan rendimiento mes vencido dinero disponible momento","18_01_2023"
2023-01-18,""," buena onda vos david disfrutarlo","18_01_2023"
2023-01-19,"","gracias","19_01_2023"
2023-01-19,"","hola pueden apoyar favor ","19_01_2023"
2023-01-19,"","agradece aviso ","19_01_2023"
2023-01-19,"","gracias reflejado solucionado gracias","19_01_2023"
2023-01-20,"","listo gracias","20_01_2023"
2023-01-20,"","gracias","20_01_2023"
2023-01-20,"","tkm ","20_01_2023"
2023-01-20,"","coesia animense sacar cuenta gracias regalo cneiaokii","20_01_2023"
2023-01-20,"","cof cof tambien ","20_01_2023"
2023-01-20,"","super recomiendo cobran plastico","20_01_2023"
2023-01-20,"","afounadamente mexico da cuenta ","20_01_2023"
2023-01-21,"","gracias darme respuesta soluciono problema excelente dia","21_01_2023"
2023-01-23,"","gracias ","23_01_2023"
2023-01-23,"","gracias equipo ayudo resolver problema dieron recompensa gane","23_01_2023"
2023-01-23,"","gracias mes toco boletodorado","23_01_2023"
2023-01-23,"","bello","23_01_2023"
2023-01-23,"","aun esperanza congrats ","23_01_2023"
2023-01-24,"","gracias ","24_01_2023"
2023-01-24,"","gracias","24_01_2023"
2023-01-24,"","gracias ","24_01_2023"
2023-01-24,"","gracias premio boletodorado canjee tarjeta regalo","24_01_2023"
2023-01-24,"","tio gracias boleto dorado fin toco","24_01_2023"
2023-01-24,"","mames buena suee","24_01_2023"
2023-01-24,"","segundo premio espero lleguen mas","24_01_2023"
2023-01-25,"","gracias","25_01_2023"
2023-01-25,"","gracias ","25_01_2023"
2023-01-25,"","hola beneficia usuarios","25_01_2023"
2023-01-26,"","gracias apoyo seguimiento","26_01_2023"
2023-01-26,"","gracias tio ayuda bastante","26_01_2023"
2023-01-26,"","gracias mes gratis","26_01_2023"
2023-01-27,"","gracias resolvio saludos","27_01_2023"
2023-01-27,"","vale gracias ","27_01_2023"
2023-01-27,"","funciono cayo segundos raro gracias","27_01_2023"
2023-01-27,"","hola escribi dm par dudas tdcgracias","27_01_2023"
2023-01-27,"","gracias pae fc barcelona","27_01_2023"
2023-01-27,"","daran credito tradicional llevo mas año tarjeta credito garantia cumplido pagos tiempo forma","27_01_2023"
2023-01-28,"","ok gracias","28_01_2023"
2023-01-28,"","despues año probando tarjeta credito puedo decir buena hablar cuenta debito realmente temas seguridad transacciones top tqm","28_01_2023"
2023-01-28,"","amistad usa usas tarjeta veces mes compras pesos vuelves heypro inversion da rendimiento anual super super bien comparacion bancos inveir años allianz explico prima suena rebien","28_01_2023"
2023-01-28,"","excelente","28_01_2023"
2023-01-29,"","gane premios","29_01_2023"
2023-01-29,"","amiga explicame","29_01_2023"
2023-01-30,"","gracias informacion","30_01_2023"
2023-01-30,"","thanku","30_01_2023"
2023-01-30,"","vientos gracias","30_01_2023"
2023-01-30,"","encantaria presumir premio boleto dorado existiera","30_01_2023"
2023-01-31,"","pueden proporcionar link invitar mas gente tener beneficiogracias","31_01_2023"
